"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CBRL","Cracker Barrel Old Country Store, Inc.","164.94","$3.97B","1981","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","13.59","$264.53M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","34.64","$1.43B","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/cray",
"CREX","Creative Realities, Inc.","1.8","$17.54M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/crex",
"CREXW","Creative Realities, Inc.","0.44","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/crexw",
"CACC","Credit Acceptance Corporation","461.05","$8.67B","1992","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/cacc",
"DGLD","Credit Suisse AG","28.74","$17.22M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/dgld",
"DSLV","Credit Suisse AG","20.07","$26.27M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/dslv",
"GLDI","Credit Suisse AG","9.3","$34.33M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/gldi",
"SLVO","Credit Suisse AG","7.1","$20.95M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/slvo",
"TVIX","Credit Suisse AG","19.79","$1.18B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/tvix",
"UGLD","Credit Suisse AG","145.92","$181.89M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ugld",
"USLV","Credit Suisse AG","89.4","$311.58M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/uslv",
"USOI","Credit Suisse AG","20.07","$8.1M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/usoi",
"VIIX","Credit Suisse AG","11.88","$26.13M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/viix",
"ZIV","Credit Suisse AG","67.86","$75.53M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ziv",
"CREE","Cree, Inc.","58.8","$6.19B","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/cree",
"CRSA","Crescent Acquisition Corp","9.77","$305.31M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/crsa",
"CRSAU","Crescent Acquisition Corp","10.17","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/crsau",
"CRSAW","Crescent Acquisition Corp","0.75","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/crsaw",
"CRESY","Cresud S.A.C.I.F. y A.","6.32","$317.04M","1997","Finance","Real Estate","https://www.nasdaq.com/symbol/cresy",
"CRNX","Crinetics Pharmaceuticals, Inc.","18.73","$453.27M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crnx",
"CRSP","CRISPR Therapeutics AG","47.55","$2.6B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/crsp",
"CRTO","Criteo S.A.","19.07","$1.24B","2013","Technology","Advertising","https://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","24.27","$1.69B","2006","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/crox",
"CRON","Cronos Group Inc.","12.11","$4.07B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cron",
"CCRN","Cross Country Healthcare, Inc.","10.02","$369.64M","2001","Technology","Professional Services","https://www.nasdaq.com/symbol/ccrn",
"CFB","CrossFirst Bankshares, Inc.","14.65","$748.87M","2019","n/a","n/a","https://www.nasdaq.com/symbol/cfb",
"CRWD","CrowdStrike Holdings, Inc.","96.05","$690.92M","2019","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crwd",
"CRWS","Crown Crafts, Inc.","5.2501","$53.13M","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/crws",
"CYRX","CryoPort, Inc.","24.53","$873.09M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyrx",
"CYRXW","CryoPort, Inc.","21.25","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyrxw",
"CSGS","CSG Systems International, Inc.","52.7","$1.74B","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","3.29","$154.86M","2011","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cclp",
"CSPI","CSP Inc.","13.644","$56.67M","1982","Technology","EDP Services","https://www.nasdaq.com/symbol/cspi",
"CSWI","CSW Industrials, Inc.","70.25","$1.06B","n/a","Basic Industries","Home Furnishings","https://www.nasdaq.com/symbol/cswi",
"CSX","CSX Corporation","65.09","$51.95B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/csx",
"CTIC","CTI BioPharma Corp.","0.65","$37.69M","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctic",
"CTIB","CTI Industries Corporation","2.6365","$9.85M","1997","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","33.53","$18.54B","2003","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ctrp",
"CUE","Cue Biopharma, Inc.","7.99","$180.44M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cue",
"CUI","CUI Global, Inc.","0.7828","$22.4M","n/a","Technology","Electronic Components","https://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","5.6288","$87.46M","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cpix",
"CMLS","Cumulus Media Inc.","15.21","$259.02M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/cmls",
"CRIS","Curis, Inc.","2.01","$66.74M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","30.86","$437.23M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","20.75","$2.91B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","3.41","$22.35M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","2.3618","$13.95M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cyan",
"CYBR","CyberArk Software Ltd.","115.16","$4.35B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cybr",
"CYBE","CyberOptics Corporation","14.32","$102.23M","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.4651","$8M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","4.8797","$1.64M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyccp",
"CYCN","Cyclerion Therapeutics, Inc.","8.85","$242.67M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycn",
"CBAY","CymaBay Therapeutics Inc.","5.82","$399.84M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbay",
"CY","Cypress Semiconductor Corporation","22.96","$8.48B","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/cy",
"CYRN","CYREN Ltd.","1.47","$80.13M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyrn",
"CONE","CyrusOne Inc","69.99","$7.92B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","13.26","$778.08M","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","9.34","$424.12M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctmx",
"CTSO","Cytosorbents Corporation","4.8","$155.06M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ctso",
"DJCO","Daily Journal Corp. (S.C.)","220.4","$304.32M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","6.06","$273.54M","1994","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dakt",
"DARE","Dare Bioscience, Inc.","0.7654","$12.77M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dare",
"DRIO","DarioHealth Corp.","0.4111","$17.92M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/drio",
"DRIOW","DarioHealth Corp.","0.02","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/driow",
"DZSI","DASAN Zhone Solutions, Inc.","11.71","$249.72M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",
"DSKE","Daseke, Inc.","1.87","$120.77M","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dske",
"DSKEW","Daseke, Inc.","0.1","n/a","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dskew",
"DAIO","Data I/O Corporation","4","$33.05M","1981","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/daio",
"DTSS","Datasea Inc.","1.05","$21.99M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dtss",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","39.36","$1.43B","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","1.4","$36.49M","2015","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/dtea",
"DFNL","Davis Select Financial ETF","22.4101","$140.06M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dfnl",
"DINT","Davis Select International ETF","16.92","$114.21M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dint",
"DUSA","Davis Select U.S. Equity ETF","22.9722","$192.97M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dusa",
"DWLD","Davis Select Worldwide ETF","22.38","$218.21M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwld",
"DWSN","Dawson Geophysical Company","2.18","$50.62M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dwsn",
"DBVT","DBV Technologies S.A.","8.98","$648.77M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dbvt",
"DDMX","DD3 Acquisition Corp.","10.07","$72.74M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmx",
"DDMXU","DD3 Acquisition Corp.","10.5","$75.84M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmxu",
"DDMXW","DD3 Acquisition Corp.","0.36","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmxw",
"DCPH","Deciphera Pharmaceuticals, Inc.","37","$1.41B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dcph",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","7.98","$267.35M","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dfrg",
"TACO","Del Taco Restaurants, Inc.","10.97","$406.51M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/taco",
"TACOW","Del Taco Restaurants, Inc.","1.01","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/tacow",
"DMPI","DelMar Pharmaceuticals, Inc.","0.8299","$3.18M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmpi",
"DNLI","Denali Therapeutics Inc.","18.16","$1.74B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dnli",
"DENN","Denny&#39;s Corporation","22.84","$1.36B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY SIRONA Inc.","52.33","$11.73B","1987","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xray",
"DERM","Dermira, Inc.","8.23","$447.7M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/derm",
"DEST","Destination Maternity Corporation","0.8023","$11.5M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","1.6","$79.8M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","2.667","$42.45M","1995","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/dswl",
"DXCM","DexCom, Inc.","163.68","$14.93B","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",
"DFBH","DFB Healthcare Acquisitions Corp.","10.17","$317.81M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbh",
"DFBHU","DFB Healthcare Acquisitions Corp.","10.99","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhu",
"DFBHW","DFB Healthcare Acquisitions Corp.","1.64","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhw",
"DHXM","DHX Media Ltd.","1.13","$152.52M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dhxm",
"DMAC","DiaMedica Therapeutics Inc.","2.56","$30.61M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmac",
"DEAC","Diamond Eagle Acquisition Corp.","9.78","$489M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/deac",
"DEACU","Diamond Eagle Acquisition Corp.","10.1","$353.5M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/deacu",
"DEACW","Diamond Eagle Acquisition Corp.","0.9","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/deacw",
"DHIL","Diamond Hill Investment Group, Inc.","129.09","$443.35M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","97.26","$15.86B","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/fang",
"DPHC","DiamondPeak Holdings Corp.","9.78","$342.3M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/dphc",
"DPHCU","DiamondPeak Holdings Corp.","10.1","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/dphcu",
"DPHCW","DiamondPeak Holdings Corp.","0.68","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/dphcw",
"DRNA","Dicerna Pharmaceuticals, Inc.","14.37","$982.33M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drna",
"DFFN","Diffusion Pharmaceuticals Inc.","2.05","$9.62M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dffn",
"DGII","Digi International Inc.","13.14","$369.71M","1989","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","40.8","$507.28M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","4.4924","$9.18M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","1.05","$12M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","6.52","$541.22M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","20.24","$727.83M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","37.6","$1.92B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/diod",
"DISCA","Discovery, Inc.","27.95","$15.03B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disca",
"DISCB","Discovery, Inc.","35.9","$19.3B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/discb",
"DISCK","Discovery, Inc.","26.1","$14.03B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","31.96","$15.02B","1995","Consumer Services","Television Services","https://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","3.23","$21.57M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dvcr",
"SAUC","Diversified Restaurant Holdings, Inc.","0.58","$19.26M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sauc",
"DLHC","DLH Holdings Corp.","4.12","$49.59M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/dlhc",
"BOOM","DMC Global Inc.","45.38","$664.64M","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/boom",
"DNBF","DNB Financial Corp","42.35","$183.56M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dnbf",
"DOCU","DocuSign, Inc.","44.81","$7.79B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/docu",
"DOGZ","Dogness (International) Corporation","2.81","$72.82M","2017","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dogz",
"DLTR","Dollar Tree, Inc.","93.71","$22.26B","1995","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dltr",
"DLPN","Dolphin Entertainment, Inc.","1.05","$15.03M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpn",
